mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.02168424924214681,0.0016734661529509548,0.005900144577026367,0.0008221044839912202,entropy,10,sqrt,2,1,2,10,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}",0.7668161434977578,0.8026905829596412,0.6756756756756757,0.7483941340443584,0.053464782753475215,1392
0.0428166389465332,0.0008521925402721408,0.011630058288574219,0.0004663493004243027,entropy,10,sqrt,2,1,2,30,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 30}",0.7399103139013453,0.7937219730941704,0.7387387387387387,0.7574570085780848,0.02564766247445197,1350
0.07301608721415202,0.0060234092232054615,0.016966581344604492,0.0008289390106415352,entropy,10,sqrt,2,1,2,50,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.7668161434977578,0.7668161434977578,0.7027027027027027,0.7454449965660728,0.03022336583425713,1399
0.11750062306722005,0.002396453942444957,0.031438986460367836,0.005336097645825073,entropy,10,sqrt,2,1,2,70,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 70}",0.7892376681614349,0.7847533632286996,0.7747747747747747,0.7829219353883031,0.006044800367776659,1124
0.17500940958658853,0.027812780767679658,0.0438685417175293,0.008809642296732976,entropy,10,sqrt,2,1,2,90,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 90}",0.7892376681614349,0.7623318385650224,0.7702702702702703,0.7739465923322425,0.011287675417472071,1208
0.020511945088704426,0.0025052346655941664,0.007343133290608724,0.00124353932612189,entropy,10,sqrt,2,1,5,10,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 10}",0.7668161434977578,0.8116591928251121,0.7747747747747747,0.784416703699215,0.01953543555152788,1110
0.060130914052327476,0.014484130358676378,0.013929049173990885,0.0035655913474016564,entropy,10,sqrt,2,1,5,30,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 30}",0.7399103139013453,0.7937219730941704,0.6981981981981982,0.7439434950645714,0.039101558411531734,1403
0.10900322596232097,0.005028187564402041,0.024181524912516277,0.007469379650368063,entropy,10,sqrt,2,1,5,50,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 50}",0.7399103139013453,0.7892376681614349,0.7702702702702703,0.7664727507776835,0.02031605006388672,1280
0.14488760630289713,0.01258374100147552,0.03324246406555176,0.002349940751918569,entropy,10,sqrt,2,1,5,70,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 70}",0.7847533632286996,0.7937219730941704,0.7342342342342343,0.7709031901857015,0.02618610622267379,1254
0.17184646924336752,0.02265718457043266,0.035686651865641274,0.0025128514246632915,entropy,10,sqrt,2,1,5,90,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 90}",0.7802690582959642,0.7982062780269058,0.7342342342342343,0.7709031901857015,0.0269430907760165,1254
